ubicacion,dedicacion,contrato,salario,rol,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,tecnologias,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,genero,seniority,marvin_rol
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,Networking,32,26,20,0,Ninguno de los anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),52,Hombre Cis,Senior,9
Catamarca,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2000000.0,Developer,8,1,3,0,Go,De 201 a 500 personas,100% remoto,34,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5600000.0,Manager / Director,15,2,2,0,Ninguno de los anteriores,De 2001a 5000 personas,100% remoto,51,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3100000.0,Technical Leader,5,2,1,8,Java,De 51 a 100 personas,Híbrido (presencial y remoto),35,Hombre Cis,Semi-Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),1686060.0,Developer,4,2,2,0,"CSS, HTML, Javascript, PHP, SQL, TypeScript",De 101 a 200 personas,Híbrido (presencial y remoto),23,Mujer Cis,Semi-Senior,4
Santa Fe,Full-Time,Staff (planta permanente),4200000.0,Technical Leader,9,9,4,14,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Más de 10000 personas,Híbrido (presencial y remoto),34,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,Developer,1,0,0,0,"Java, Javascript, Python, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),24,Hombre Cis,Junior,3
Santa Fe,Full-Time,Staff (planta permanente),3628000.0,Developer,4,3,3,0,"HTML, Javascript, Python, SQL, TypeScript",De 11  a 50  personas,100% remoto,27,Hombre Cis,Semi-Senior,4
Río Negro,Full-Time,Staff (planta permanente),2300000.0,Developer,12,1,1,0,"Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,34,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,Developer,15,3,15,0,"Javascript, PHP, Python",De 51 a 100 personas,Híbrido (presencial y remoto),47,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,Consultant,15,0,0,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),39,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1750000.0,Developer,7,4,4,0,"Javascript, TypeScript",De 11  a 50  personas,Híbrido (presencial y remoto),26,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,SysAdmin / DevOps / SRE,5,5,3,0,"Bash/Shell, Go, Python",De 11  a 50  personas,100% remoto,25,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,Data Scientist,4,0,4,0,Python,De 501 a 1000 personas,Híbrido (presencial y remoto),28,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1023750.0,QA / Tester,1,1,1,0,"Javascript, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),34,Mujer Cis,Junior,2
Buenos Aires,Full-Time,Contractor,970000.0,Developer,2,1,1,2,"CSS, HTML, Javascript",De 51 a 100 personas,100% remoto,42,Hombre Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3544655.0,Scrum Master,17,9,6,8,Ninguno de los anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),49,Hombre Cis,Senior,9
Córdoba,Full-Time,Staff (planta permanente),2602167.0,Developer,3,3,3,0,"HTML, Javascript, TypeScript",De 2001a 5000 personas,100% remoto,24,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,UX Researcher,16,0,6,2,"Python, R",De 51 a 100 personas,Híbrido (presencial y remoto),42,Hombre Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,Data Scientist,4,3,1,0,"Python, SQL",De 501 a 1000 personas,Híbrido (presencial y remoto),28,Mujer Cis,Semi-Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2500000.0,SysAdmin / DevOps / SRE,12,7,7,0,Ninguno de los anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),42,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1500000.0,BI Analyst / Data Analyst,13,7,4,0,"Javascript, SQL",De 11  a 50  personas,100% presencial,32,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,QA / Tester,6,10,5,0,"Arduino, Java, Python, SQL",Más de 10000 personas,100% remoto,34,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1340000.0,Developer,4,4,1,0,"Java, SQL",De 51 a 100 personas,100% remoto,28,Mujer Cis,Semi-Senior,3
Chubut,Full-Time,Staff (planta permanente),2500000.0,HelpDesk,25,20,15,0,Ninguno de los anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),45,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,QA / Tester,3,0,0,0,SQL,De 201 a 500 personas,100% remoto,39,Mujer Cis,Semi-Senior,6
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),829000.0,HelpDesk,0,0,0,0,Ninguno de los anteriores,De 51 a 100 personas,100% presencial,24,Hombre Cis,Junior,9
San Juan,Part-Time,Contractor,882000.0,SysAdmin / DevOps / SRE,6,1,1,0,"Bash/Shell, PHP",De 501 a 1000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,3
Río Negro,Full-Time,Staff (planta permanente),5200000.0,Manager / Director,14,5,4,10,"CSS, HTML, Javascript, TypeScript",De 2001a 5000 personas,100% remoto,32,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2000000.0,Technical Leader,30,6,6,0,"Bash/Shell, Java, SQL",De 51 a 100 personas,100% remoto,56,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),3350000.0,SysAdmin / DevOps / SRE,2,2,2,0,C#,De 501 a 1000 personas,100% remoto,24,Hombre Cis,Junior,3
Neuquén,Full-Time,Staff (planta permanente),1280000.0,HelpDesk,16,10,10,0,Ninguno de los anteriores,De 2001a 5000 personas,100% presencial,38,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1132530.0,Data Engineer,3,2,2,0,"Python, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),27,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,Developer,4,3,3,0,"Java, Kotlin",Más de 10000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1100000.0,BI Analyst / Data Analyst,1,0,0,0,"Python, SQL",Más de 10000 personas,Híbrido (presencial y remoto),25,Hombre Cis,Junior,6
Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,DBA (Database Administrator),12,15,8,0,"Java, Javascript, SQL",De 2001a 5000 personas,100% presencial,47,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),2341000.0,Data Scientist,2,5,2,0,"Python, SQL",De 11  a 50  personas,100% remoto,36,Hombre Cis,Junior,6
Santa Fe,Full-Time,Staff (planta permanente),2044074.7,Developer,10,5,5,0,"C++, PHP, TypeScript",De 11  a 50  personas,100% presencial,36,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),1750000.0,Developer,4,0,0,0,".NET, C#, CSS, HTML",Más de 10000 personas,Híbrido (presencial y remoto),27,Hombre Cis,Semi-Senior,2
Córdoba,Full-Time,Staff (planta permanente),3100000.0,Developer,6,4,4,0,"Bash/Shell, Javascript, TypeScript",Más de 10000 personas,100% remoto,30,Hombre Cis,Senior,2
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1900000.0,Developer,5,0,0,0,"Javascript, TypeScript",De 101 a 200 personas,100% remoto,34,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,SysAdmin / DevOps / SRE,20,14,5,4,"Bash/Shell, C, C++, Java, Python, Smalltalk",De 501 a 1000 personas,Híbrido (presencial y remoto),51,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1233430.0,Developer,1,1,1,0,"C#, HTML, Java, Javascript, SQL",De 2 a 10 personas,Híbrido (presencial y remoto),29,Hombre Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1900000.0,DBA (Database Administrator),6,1,1,0,".NET, Python",De 1001 a 2000 personas,100% remoto,34,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,Manager / Director,18,16,3,35,Ninguno de los anteriores,De 501 a 1000 personas,100% remoto,39,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1156912.0,HelpDesk,7,14,7,0,Ninguno de los anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),33,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,SysAdmin / DevOps / SRE,8,12,6,0,Ninguno de los anteriores,De 11  a 50  personas,100% presencial,47,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,Developer,3,2,2,0,"Java, Javascript, PHP, SQL",De 501 a 1000 personas,100% remoto,31,Mujer Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3100000.0,Architect,19,4,0,2,"CSS, Dart, Go, HTML, Javascript, Kotlin, PHP, Python, SQL, TypeScript",De 201 a 500 personas,Híbrido (presencial y remoto),55,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1967000.0,Consultant,2,2,2,0,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,28,Hombre Cis,Junior,9
Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,Developer,3,0,0,1,"CSS, HTML, Javascript, SQL, TypeScript, ",De 2 a 10 personas,100% remoto,33,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,Technical Leader,5,2,0,12,Ninguno de los anteriores,De 101 a 200 personas,100% remoto,34,Hombre Cis,Semi-Senior,9
Córdoba,Full-Time,Staff (planta permanente),2200000.0,SysAdmin / DevOps / SRE,1,1,1,0,Ninguno de los anteriores,De 2001a 5000 personas,100% remoto,21,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000.0,Architect,14,0,10,0,".NET, C#",De 501 a 1000 personas,Híbrido (presencial y remoto),44,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,Developer,5,5,3,0,".NET, C#, HTML, Javascript, TypeScript",De 201 a 500 personas,Híbrido (presencial y remoto),27,Hombre Cis,Semi-Senior,2
Santa Fe,Full-Time,Contractor,1700000.0,Manager / Director,30,8,8,15,"Ninguno de los anteriores, ",De 11  a 50  personas,100% presencial,65,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),2600000.0,Manager / Director,2,15,2,12,"Bash/Shell, Java, Python, SQL",Más de 10000 personas,100% presencial,36,Hombre Cis,Junior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1647000.0,Developer,6,1,1,0,"CSS, HTML, Javascript, PHP, SQL",De 101 a 200 personas,Híbrido (presencial y remoto),33,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),3050000.0,Developer,5,3,2,0,Java,De 5001 a 10000 personas,100% remoto,33,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5800000.0,Architect,17,0,5,0,Go,De 2001a 5000 personas,100% remoto,36,Hombre Cis,Senior,9
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1530000.0,Business Analyst,3,1,1,0,"Python, SQL",De 201 a 500 personas,100% remoto,28,Hombre Cis,Semi-Senior,5
Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,SysAdmin / DevOps / SRE,4,7,3,1,Bash/Shell,De 1001 a 2000 personas,Híbrido (presencial y remoto),27,Hombre Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),1170000.0,HelpDesk,2,2,2,0,Ninguno de los anteriores,De 201 a 500 personas,100% presencial,24,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5900000.0,Data Engineer,7,1,1,0,".NET, C#, Python",De 501 a 1000 personas,Híbrido (presencial y remoto),28,Hombre Cis,Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,Developer,1,1,1,0,"Bash/Shell, Javascript, PHP",De 1001 a 2000 personas,100% remoto,29,Mujer Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4330000.0,Data Scientist,5,7,5,1,"Python, R, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),35,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1300000.0,Functional Analyst,16,8,3,0,"CSS, Javascript, SQL",De 2001a 5000 personas,100% remoto,44,Hombre Cis,Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),2900000.0,Developer,3,3,3,5,"Java, Javascript, TypeScript",De 101 a 200 personas,100% remoto,37,Mujer Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1246000.0,Developer,2,1,2,8,Swift,De 51 a 100 personas,Híbrido (presencial y remoto),28,Hombre Cis,Junior,9
Santa Fe,Part-Time,Contractor,942555.0,Networking,20,20,9,1,".NET, Arduino, C#, HTML, Javascript, SQL, VBA",De 201 a 500 personas,100% presencial,45,Hombre Cis,Senior,3
Mendoza,Full-Time,Staff (planta permanente),2840000.0,Manager / Director,22,20,8,10,Ninguno de los anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),47,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1600000.0,HelpDesk,3,3,3,0,Ninguno de los anteriores,De 2 a 10 personas,100% presencial,34,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1632530.0,Developer,3,0,2,0,"Javascript, Kotlin, Swift",De 2 a 10 personas,100% remoto,25,Hombre Cis,Semi-Senior,2
Santa Cruz,Full-Time,Staff (planta permanente),2000000.0,Developer,2,2,2,0,Go,De 2001a 5000 personas,100% remoto,29,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1989000.0,DBA (Database Administrator),2,2,2,0,"Python, SQL",De 201 a 500 personas,Híbrido (presencial y remoto),37,Mujer Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2720000.0,Developer,3,1,1,0,"Elixir, Erlang",De 11  a 50  personas,100% remoto,24,Hombre Cis,Semi-Senior,9
Santa Fe,Full-Time,Staff (planta permanente),1157000.0,Developer,1,1,1,0,"CSS, HTML, Python, TypeScript",De 11  a 50  personas,Híbrido (presencial y remoto),28,Prefiero no decir,Junior,4
Buenos Aires,Full-Time,Staff (planta permanente),3900000.0,Developer,5,3,3,0,"Java, Kotlin, SQL",De 11  a 50  personas,100% remoto,29,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,Developer,8,5,2,0,"Javascript, TypeScript",De 2001a 5000 personas,Híbrido (presencial y remoto),32,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,BI Analyst / Data Analyst,8,1,1,0,"Python, SQL",De 1001 a 2000 personas,Híbrido (presencial y remoto),34,Hombre Cis,Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4100000.0,Data Scientist,3,0,0,0,"Python, SQL",De 5001 a 10000 personas,100% remoto,29,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,Technical Leader,24,20,7,9,".NET, Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",De 201 a 500 personas,Híbrido (presencial y remoto),50,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,Developer,5,3,4,0,Go,Más de 10000 personas,Híbrido (presencial y remoto),39,Hombre Cis,Semi-Senior,9
Córdoba,Full-Time,Staff (planta permanente),1200000.0,BI Analyst / Data Analyst,6,1,5,0,"Bash/Shell, CSS, Javascript, Python, SQL",Más de 10000 personas,Híbrido (presencial y remoto),31,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1729000.0,Data Scientist,2,1,2,0,Python,De 11  a 50  personas,Híbrido (presencial y remoto),25,Mujer Cis,Junior,5
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),850000.0,HelpDesk,3,3,0,5,Bash/Shell,De 2 a 10 personas,100% presencial,33,Hombre Cis,Semi-Senior,9
Mendoza,Full-Time,Staff (planta permanente),1919000.0,Developer,5,4,2,0,"CSS, HTML, Javascript, PHP, SQL",De 101 a 200 personas,Híbrido (presencial y remoto),48,Hombre Cis,Semi-Senior,2
Misiones,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1350000.0,Developer,1,0,0,0,".NET, C#, HTML, SQL, TypeScript",De 11  a 50  personas,100% remoto,33,Hombre Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3725000.0,Manager / Director,5,2,2,0,"Python, SQL",De 11  a 50  personas,100% remoto,30,Mujer Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1660000.0,Technical Leader,7,7,2,20,"Javascript, Python, SQL, TypeScript",De 201 a 500 personas,100% remoto,26,Hombre Cis,Senior,3
Mendoza,Full-Time,Staff (planta permanente),2289156.0,Developer,3,2,3,2,".NET, CSS, HTML, Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,24,Mujer Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1100000.0,DBA (Database Administrator),1,1,1,0,"Bash/Shell, SQL",De 51 a 100 personas,Híbrido (presencial y remoto),25,Hombre Cis,Junior,6
Córdoba,Full-Time,Staff (planta permanente),1355236.0,Networking,13,3,7,0,Ninguno de los anteriores,De 11  a 50  personas,100% remoto,46,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,Developer,3,0,0,0,"CSS, HTML, Javascript, TypeScript",De 101 a 200 personas,Híbrido (presencial y remoto),27,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),4500000.0,Manager / Director,8,11,8,12,"Bash/Shell, Dart, HTML, Java, PHP, SQL",De 51 a 100 personas,Híbrido (presencial y remoto),42,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3824203.0,SysAdmin / DevOps / SRE,20,3,1,6,Ninguno de los anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),41,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),810054.0,Developer,1,1,1,0,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",De 2 a 10 personas,100% remoto,31,Hombre Cis,Junior,4
Jujuy,Full-Time,Staff (planta permanente),1100000.0,Recruiter,3,1,1,0,Ninguno de los anteriores,Más de 10000 personas,100% remoto,34,Hombre Cis,Semi-Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),2097952.46,SysAdmin / DevOps / SRE,19,4,15,0,"Bash/Shell, Python, SQL",De 501 a 1000 personas,Híbrido (presencial y remoto),47,Hombre Cis,Senior,6
Córdoba,Full-Time,Staff (planta permanente),2840447.33,Storage / Backup,10,17,0,0,Bash/Shell,De 2001a 5000 personas,Híbrido (presencial y remoto),46,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),4084938.0,Developer,9,1,1,0,"Go, Java, Kotlin",Más de 10000 personas,100% remoto,31,Hombre Cis,Senior,3
Mendoza,Full-Time,Staff (planta permanente),3646232.0,Manager / Director,15,4,2,4,"Python, SQL",De 2001a 5000 personas,100% remoto,38,Hombre Cis,Senior,5
Córdoba,Part-Time,Staff (planta permanente),2479764.38,Data Scientist,3,2,2,0,"Bash/Shell, Python, SQL",De 11  a 50  personas,100% remoto,41,Hombre Cis,Semi-Senior,5
Neuquén,Full-Time,Staff (planta permanente),1044075.0,Developer,2,2,2,0,"Bash/Shell, Java, Javascript, PHP, SQL, TypeScript",De 2 a 10 personas,100% presencial,28,Hombre Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4141564.0,SysAdmin / DevOps / SRE,10,9,0,0,Python,De 501 a 1000 personas,100% remoto,35,Hombre Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),6200000.0,BI Analyst / Data Analyst,10,3,3,10,"Go, Java, Javascript",Más de 10000 personas,Híbrido (presencial y remoto),45,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1219519.0,Developer,2,1,1,0,Java,De 201 a 500 personas,Híbrido (presencial y remoto),23,Mujer Cis,Junior,2
